x,y,elevation
0,0,3485.834716797
.020408,0,3497.782470703
.040816,0,3555.289062500
.061224,0,3546.519042969
.081632,0,3567.535644531
.102040,0,3588.925781250
.122448,0,3580.938476562
.142857,0,3597.647216797
.163265,0,3541.801757812
.183673,0,3529.840087891
.204081,0,3540.870117188
.224489,0,3517.200927734
.244897,0,3485.537353516
.265306,0,3472.356689453
.285714,0,3474.564941406
.306122,0,3515.783203125
.326530,0,3526.450927734
.346938,0,3541.927490234
.367346,0,3548.341796875
.387755,0,3567.820312500
.408163,0,3587.261962891
.428571,0,3634.990234375
.448979,0,3656.293701172
.469387,0,3657.715332031
.489795,0,3654.678222656
.510204,0,3647.033935547
.530612,0,3577.136230469
.551020,0,3550.370117188
.571428,0,3546.219970703
.591836,0,3550.832763672
.612244,0,3566.483398438
.632653,0,3579.490722656
.653061,0,3611.789306641
.673469,0,3563.554687500
.693877,0,3545.893554688
.714285,0,3530.413330078
.734693,0,3512.117187500
.755102,0,3476.022949219
.775510,0,3474.270019531
.795918,0,3432.534423828
.816326,0,3408.096679688
.836734,0,3389.026123047
.857142,0,3350.189453125
.877551,0,3315.840576172
.897959,0,3304.975830078
.918367,0,3255.274658203
.938775,0,3220.992919922
.959183,0,3214.588623047
.979591,0,3201.060791016
1.000000,0,3197.628173828
0,.020408,3566.427246094
.020408,.020408,3548.875976562
.040816,.020408,3555.867431641
.061224,.020408,3606.086425781
.081632,.020408,3625.081787109
.102040,.020408,3631.214111328
.122448,.020408,3639.957763672
.142857,.020408,3657.902832031
.163265,.020408,3596.876708984
.183673,.020408,3589.209228516
.204081,.020408,3579.236083984
.224489,.020408,3552.232666016
.244897,.020408,3528.562255859
.265306,.020408,3521.380615234
.285714,.020408,3540.708496094
.306122,.020408,3562.995849609
.326530,.020408,3574.213623047
.346938,.020408,3631.282714844
.367346,.020408,3585.398437500
.387755,.020408,3644.592773438
.408163,.020408,3640.459228516
.428571,.020408,3672.480712891
.448979,.020408,3685.615722656
.469387,.020408,3695.656982422
.489795,.020408,3693.741455078
.510204,.020408,3689.526611328
.530612,.020408,3659.270263672
.551020,.020408,3630.338378906
.571428,.020408,3614.698486328
.591836,.020408,3602.810302734
.612244,.020408,3607.978515625
.632653,.020408,3620.581542969
.653061,.020408,3652.442382812
.673469,.020408,3608.551269531
.693877,.020408,3592.568359375
.714285,.020408,3577.195556641
.734693,.020408,3532.752197266
.755102,.020408,3533.443847656
.775510,.020408,3484.513427734
.795918,.020408,3477.849609375
.816326,.020408,3460.855712891
.836734,.020408,3432.240722656
.857142,.020408,3364.796386719
.877551,.020408,3358.561035156
.897959,.020408,3375.541748047
.918367,.020408,3252.529296875
.938775,.020408,3251.259765625
.959183,.020408,3236.580566406
.979591,.020408,3226.382568359
1.000000,.020408,3219.039306641
0,.040816,3607.752197266
.020408,.040816,3619.486328125
.040816,.040816,3613.338134766
.061224,.040816,3620.319824219
.081632,.040816,3666.497070312
.102040,.040816,3695.171630859
.122448,.040816,3696.882812500
.142857,.040816,3694.241699219
.163265,.040816,3668.572509766
.183673,.040816,3676.297119141
.204081,.040816,3626.486083984
.224489,.040816,3608.126708984
.244897,.040816,3581.909912109
.265306,.040816,3573.206054688
.285714,.040816,3601.593750000
.306122,.040816,3614.147460938
.326530,.040816,3634.826416016
.346938,.040816,3641.539550781
.367346,.040816,3690.819335938
.387755,.040816,3684.339599609
.408163,.040816,3695.354003906
.428571,.040816,3711.764160156
.448979,.040816,3720.487304688
.469387,.040816,3729.845703125
.489795,.040816,3733.125488281
.510204,.040816,3735.248535156
.530612,.040816,3746.237792969
.551020,.040816,3724.548095703
.571428,.040816,3669.225830078
.591836,.040816,3663.557861328
.612244,.040816,3685.551025391
.632653,.040816,3678.505126953
.653061,.040816,3690.353515625
.673469,.040816,3647.111572266
.693877,.040816,3630.379638672
.714285,.040816,3608.913085938
.734693,.040816,3594.735351562
.755102,.040816,3542.753173828
.775510,.040816,3532.083496094
.795918,.040816,3528.586425781
.816326,.040816,3531.853759766
.836734,.040816,3502.372802734
.857142,.040816,3477.045166016
.877551,.040816,3453.715576172
.897959,.040816,3355.864746094
.918367,.040816,3297.975830078
.938775,.040816,3283.782958984
.959183,.040816,3262.842773438
.979591,.040816,3254.394775391
1.000000,.040816,3250.227783203
0,.061224,3572.937255859
.020408,.061224,3623.897460938
.040816,.061224,3689.349121094
.061224,.061224,3680.810546875
.081632,.061224,3682.183837891
.102040,.061224,3706.763183594
.122448,.061224,3738.492431641
.142857,.061224,3739.015136719
.163265,.061224,3736.427001953
.183673,.061224,3735.632568359
.204081,.061224,3721.596923828
.224489,.061224,3650.481201172
.244897,.061224,3631.251220703
.265306,.061224,3625.486816406
.285714,.061224,3632.258300781
.306122,.061224,3655.305664062
.326530,.061224,3686.561523438
.346938,.061224,3706.618408203
.367346,.061224,3727.255615234
.387755,.061224,3729.540771484
.408163,.061224,3738.339599609
.428571,.061224,3745.206298828
.448979,.061224,3754.786621094
.469387,.061224,3764.363525391
.489795,.061224,3768.821289062
.510204,.061224,3768.999511719
.530612,.061224,3780.602539062
.551020,.061224,3763.986816406
.571428,.061224,3745.152587891
.591836,.061224,3743.636962891
.612244,.061224,3747.144775391
.632653,.061224,3748.060058594
.653061,.061224,3723.729248047
.673469,.061224,3658.393798828
.693877,.061224,3658.076904297
.714285,.061224,3649.952636719
.734693,.061224,3611.948242188
.755102,.061224,3595.998779297
.775510,.061224,3577.904296875
.795918,.061224,3577.558837891
.816326,.061224,3581.056152344
.836734,.061224,3544.392333984
.857142,.061224,3507.293212891
.877551,.061224,3434.615966797
.897959,.061224,3384.152343750
.918367,.061224,3318.905273438
.938775,.061224,3308.178466797
.959183,.061224,3289.116210938
.979591,.061224,3281.832763672
1.000000,.061224,3276.707031250
0,.081632,3583.389892578
.020408,.081632,3628.497314453
.040816,.081632,3677.973388672
.061224,.081632,3735.134033203
.081632,.081632,3742.554199219
.102040,.081632,3762.819335938
.122448,.081632,3785.517089844
.142857,.081632,3794.642089844
.163265,.081632,3799.902832031
.183673,.081632,3795.028808594
.204081,.081632,3785.929199219
.224489,.081632,3722.663085938
.244897,.081632,3690.436035156
.265306,.081632,3681.796875000
.285714,.081632,3679.179687500
.306122,.081632,3704.975341797
.326530,.081632,3751.335937500
.346938,.081632,3779.599365234
.367346,.081632,3767.855957031
.387755,.081632,3765.052978516
.408163,.081632,3771.546142578
.428571,.081632,3780.080810547
.448979,.081632,3789.544677734
.469387,.081632,3798.155761719
.489795,.081632,3803.126464844
.510204,.081632,3808.900146484
.530612,.081632,3822.458984375
.551020,.081632,3822.384277344
.571428,.081632,3801.913085938
.591836,.081632,3790.361816406
.612244,.081632,3795.545410156
.632653,.081632,3795.384765625
.653061,.081632,3751.073974609
.673469,.081632,3704.530273438
.693877,.081632,3696.482910156
.714285,.081632,3673.185546875
.734693,.081632,3667.363281250
.755102,.081632,3635.440429688
.775510,.081632,3619.333984375
.795918,.081632,3617.505371094
.816326,.081632,3619.608154297
.836734,.081632,3576.363525391
.857142,.081632,3534.254394531
.877551,.081632,3453.531982422
.897959,.081632,3435.297851562
.918367,.081632,3342.486572266
.938775,.081632,3321.091064453
.959183,.081632,3320.869384766
.979591,.081632,3317.205566406
1.000000,.081632,3306.370361328
0,.102040,3591.669677734
.020408,.102040,3659.369628906
.040816,.102040,3709.863037109
.061224,.102040,3763.356689453
.081632,.102040,3792.523437500
.102040,.102040,3826.409179688
.122448,.102040,3848.364746094
.142857,.102040,3861.608154297
.163265,.102040,3861.410400391
.183673,.102040,3856.058593750
.204081,.102040,3843.908203125
.224489,.102040,3827.835693359
.244897,.102040,3763.185791016
.265306,.102040,3740.749267578
.285714,.102040,3731.319335938
.306122,.102040,3772.926025391
.326530,.102040,3818.547607422
.346938,.102040,3845.697021484
.367346,.102040,3806.811767578
.387755,.102040,3805.658691406
.408163,.102040,3812.071777344
.428571,.102040,3815.011962891
.448979,.102040,3819.611572266
.469387,.102040,3827.951904297
.489795,.102040,3832.149658203
.510204,.102040,3840.656005859
.530612,.102040,3853.034423828
.551020,.102040,3873.500732422
.571428,.102040,3870.499267578
.591836,.102040,3854.062500000
.612244,.102040,3838.267089844
.632653,.102040,3823.558593750
.653061,.102040,3769.089111328
.673469,.102040,3760.100585938
.693877,.102040,3718.359863281
.714285,.102040,3704.429687500
.734693,.102040,3694.362060547
.755102,.102040,3673.214843750
.775510,.102040,3673.203125000
.795918,.102040,3665.751708984
.816326,.102040,3645.549560547
.836734,.102040,3587.545654297
.857142,.102040,3543.956787109
.877551,.102040,3492.732177734
.897959,.102040,3430.972656250
.918367,.102040,3369.602783203
.938775,.102040,3349.358886719
.959183,.102040,3354.600341797
.979591,.102040,3344.537597656
1.000000,.102040,3332.306396484
0,.122448,3616.245605469
.020408,.122448,3649.722412109
.040816,.122448,3719.977294922
.061224,.122448,3757.454101562
.081632,.122448,3812.430419922
.102040,.122448,3858.442626953
.122448,.122448,3907.276855469
.142857,.122448,3919.308837891
.163265,.122448,3917.763671875
.183673,.122448,3917.369628906
.204081,.122448,3907.425048828
.224489,.122448,3840.580566406
.244897,.122448,3819.984619141
.265306,.122448,3798.049560547
.285714,.122448,3814.302978516
.306122,.122448,3835.078857422
.326530,.122448,3877.582519531
.346938,.122448,3890.853759766
.367346,.122448,3875.981445312
.387755,.122448,3855.379638672
.408163,.122448,3851.389892578
.428571,.122448,3853.976806641
.448979,.122448,3856.398193359
.469387,.122448,3856.900878906
.489795,.122448,3859.243652344
.510204,.122448,3867.234130859
.530612,.122448,3881.909912109
.551020,.122448,3916.125244141
.571428,.122448,3919.312011719
.591836,.122448,3899.369628906
.612244,.122448,3878.650390625
.632653,.122448,3854.299316406
.653061,.122448,3804.466064453
.673469,.122448,3781.829833984
.693877,.122448,3742.966064453
.714285,.122448,3733.690917969
.734693,.122448,3726.311035156
.755102,.122448,3716.928955078
.775510,.122448,3718.359130859
.795918,.122448,3703.229248047
.816326,.122448,3676.925292969
.836734,.122448,3649.867919922
.857142,.122448,3589.864501953
.877551,.122448,3518.489746094
.897959,.122448,3483.854003906
.918367,.122448,3405.664794922
.938775,.122448,3394.168457031
.959183,.122448,3386.579101562
.979591,.122448,3373.423583984
1.000000,.122448,3361.624267578
0,.142857,3671.260009766
.020408,.142857,3681.834228516
.040816,.142857,3731.927246094
.061224,.142857,3790.993652344
.081632,.142857,3832.473144531
.102040,.142857,3869.130126953
.122448,.142857,3906.897460938
.142857,.142857,3950.939208984
.163265,.142857,3966.093750000
.183673,.142857,3965.982910156
.204081,.142857,3960.075927734
.224489,.142857,3929.849853516
.244897,.142857,3890.808837891
.265306,.142857,3876.239501953
.285714,.142857,3888.226074219
.306122,.142857,3893.026855469
.326530,.142857,3912.532226562
.346938,.142857,3940.342285156
.367346,.142857,3923.692382812
.387755,.142857,3914.285644531
.408163,.142857,3898.910888672
.428571,.142857,3892.473388672
.448979,.142857,3889.081054688
.469387,.142857,3889.838867188
.489795,.142857,3891.818115234
.510204,.142857,3899.675292969
.530612,.142857,3908.863525391
.551020,.142857,3931.465576172
.571428,.142857,3946.949218750
.591836,.142857,3912.604492188
.612244,.142857,3888.210205078
.632653,.142857,3867.024658203
.653061,.142857,3846.748535156
.673469,.142857,3798.242187500
.693877,.142857,3796.593017578
.714285,.142857,3781.335937500
.734693,.142857,3765.222900391
.755102,.142857,3753.018554688
.775510,.142857,3737.132568359
.795918,.142857,3731.964355469
.816326,.142857,3713.502441406
.836734,.142857,3656.917480469
.857142,.142857,3602.331054688
.877551,.142857,3535.970214844
.897959,.142857,3535.999511719
.918367,.142857,3440.457031250
.938775,.142857,3433.870361328
.959183,.142857,3422.498779297
.979591,.142857,3408.244140625
1.000000,.142857,3409.605468750
0,.163265,3675.641113281
.020408,.163265,3725.346679688
.040816,.163265,3788.795654297
.061224,.163265,3817.961669922
.081632,.163265,3850.342773438
.102040,.163265,3883.164794922
.122448,.163265,3921.299560547
.142857,.163265,3963.460205078
.163265,.163265,4027.497070312
.183673,.163265,4029.907226562
.204081,.163265,4005.257324219
.224489,.163265,3977.709472656
.244897,.163265,3955.242919922
.265306,.163265,3943.048583984
.285714,.163265,3965.665039062
.306122,.163265,3956.456298828
.326530,.163265,3968.676513672
.346938,.163265,3972.288574219
.367346,.163265,3965.797363281
.387755,.163265,3951.182373047
.408163,.163265,3941.256347656
.428571,.163265,3934.737792969
.448979,.163265,3928.239501953
.469387,.163265,3924.858642578
.489795,.163265,3927.180419922
.510204,.163265,3932.428466797
.530612,.163265,3939.235107422
.551020,.163265,3958.292236328
.571428,.163265,3939.427246094
.591836,.163265,3920.436279297
.612244,.163265,3911.383056641
.632653,.163265,3878.623535156
.653061,.163265,3883.139160156
.673469,.163265,3826.144531250
.693877,.163265,3825.130859375
.714285,.163265,3797.426513672
.734693,.163265,3804.158935547
.755102,.163265,3785.233886719
.775510,.163265,3768.423095703
.795918,.163265,3805.297851562
.816326,.163265,3727.191162109
.836734,.163265,3661.524169922
.857142,.163265,3618.572998047
.877551,.163265,3608.044677734
.897959,.163265,3554.784423828
.918367,.163265,3488.975097656
.938775,.163265,3472.091064453
.959183,.163265,3455.297363281
.979591,.163265,3454.834228516
1.000000,.163265,3488.491699219
0,.183673,3702.045410156
.020408,.183673,3747.670654297
.040816,.183673,3769.534179688
.061224,.183673,3829.645019531
.081632,.183673,3877.751953125
.102040,.183673,3900.992919922
.122448,.183673,3936.927734375
.142857,.183673,4000.859130859
.163265,.183673,4026.276367188
.183673,.183673,4079.856689453
.204081,.183673,4067.642578125
.224489,.183673,4041.133544922
.244897,.183673,4024.804931641
.265306,.183673,4012.678710938
.285714,.183673,4020.082275391
.306122,.183673,4032.946044922
.326530,.183673,4017.592285156
.346938,.183673,4014.621582031
.367346,.183673,4007.702392578
.387755,.183673,3998.198974609
.408163,.183673,3984.080078125
.428571,.183673,3970.203125000
.448979,.183673,3965.482177734
.469387,.183673,3962.793945312
.489795,.183673,3961.856445312
.510204,.183673,3962.428710938
.530612,.183673,3973.046386719
.551020,.183673,3982.028808594
.571428,.183673,3965.141601562
.591836,.183673,3946.861572266
.612244,.183673,3938.298583984
.632653,.183673,3929.226806641
.653061,.183673,3904.078857422
.673469,.183673,3873.807617188
.693877,.183673,3858.389648438
.714285,.183673,3842.605712891
.734693,.183673,3827.174560547
.755102,.183673,3819.221435547
.775510,.183673,3843.304687500
.795918,.183673,3824.902832031
.816326,.183673,3764.790283203
.836734,.183673,3690.808593750
.857142,.183673,3687.965332031
.877551,.183673,3661.087158203
.897959,.183673,3585.776367188
.918367,.183673,3528.265625000
.938775,.183673,3527.516845703
.959183,.183673,3528.163818359
.979591,.183673,3547.466308594
1.000000,.183673,3538.064941406
0,.204081,3737.875000000
.020408,.204081,3811.021972656
.040816,.204081,3826.557861328
.061224,.204081,3855.092285156
.081632,.204081,3890.533447266
.102040,.204081,3924.706054688
.122448,.204081,3972.452880859
.142857,.204081,4009.742187500
.163265,.204081,4050.673095703
.183673,.204081,4118.702636719
.204081,.204081,4124.098144531
.224489,.204081,4121.591796875
.244897,.204081,4083.363037109
.265306,.204081,4087.819335938
.285714,.204081,4090.372070312
.306122,.204081,4087.864257812
.326530,.204081,4083.959228516
.346938,.204081,4067.571777344
.367346,.204081,4051.146728516
.387755,.204081,4044.538330078
.408163,.204081,4035.069580078
.428571,.204081,4020.694335938
.448979,.204081,4013.214355469
.469387,.204081,4008.251953125
.489795,.204081,4004.337158203
.510204,.204081,4003.522949219
.530612,.204081,4007.899169922
.551020,.204081,3999.312255859
.571428,.204081,3987.924072266
.591836,.204081,3977.509033203
.612244,.204081,3967.661376953
.632653,.204081,3943.723632812
.653061,.204081,3935.003417969
.673469,.204081,3908.103515625
.693877,.204081,3900.630615234
.714285,.204081,3882.049316406
.734693,.204081,3882.290527344
.755102,.204081,3886.586669922
.775510,.204081,3912.238281250
.795918,.204081,3876.584472656
.816326,.204081,3777.115722656
.836734,.204081,3751.608642578
.857142,.204081,3724.001464844
.877551,.204081,3703.068115234
.897959,.204081,3669.295410156
.918367,.204081,3582.479003906
.938775,.204081,3601.255371094
.959183,.204081,3615.110839844
.979591,.204081,3637.140869141
1.000000,.204081,3594.571044922
0,.224489,3780.701416016
.020408,.224489,3841.085449219
.040816,.224489,3871.216552734
.061224,.224489,3909.676269531
.081632,.224489,3952.604248047
.102040,.224489,3964.384033203
.122448,.224489,4013.363281250
.142857,.224489,4055.682128906
.163265,.224489,4095.307373047
.183673,.224489,4145.626464844
.204081,.224489,4186.259765625
.224489,.224489,4175.794921875
.244897,.224489,4160.037109375
.265306,.224489,4155.658203125
.285714,.224489,4190.298339844
.306122,.224489,4152.239746094
.326530,.224489,4131.288085938
.346938,.224489,4116.689941406
.367346,.224489,4092.987548828
.387755,.224489,4085.878662109
.408163,.224489,4081.053710938
.428571,.224489,4080.015136719
.448979,.224489,4065.440429688
.469387,.224489,4059.145019531
.489795,.224489,4054.237792969
.510204,.224489,4060.348144531
.530612,.224489,4038.583496094
.551020,.224489,4035.741455078
.571428,.224489,4020.340087891
.591836,.224489,4014.212646484
.612244,.224489,3999.277587891
.632653,.224489,3972.755371094
.653061,.224489,3971.238525391
.673469,.224489,3953.163574219
.693877,.224489,3944.026855469
.714285,.224489,3934.625488281
.734693,.224489,3939.090332031
.755102,.224489,3944.418212891
.775510,.224489,3941.732666016
.795918,.224489,3876.375244141
.816326,.224489,3793.865234375
.836734,.224489,3802.746582031
.857142,.224489,3772.388427734
.877551,.224489,3743.122314453
.897959,.224489,3718.471435547
.918367,.224489,3726.289306641
.938775,.224489,3738.053955078
.959183,.224489,3740.010986328
.979591,.224489,3700.598144531
1.000000,.224489,3647.787109375
0,.244897,3833.179931641
.020408,.244897,3848.870117188
.040816,.244897,3905.761230469
.061224,.244897,3954.109375000
.081632,.244897,4016.726318359
.102040,.244897,4043.815673828
.122448,.244897,4079.150634766
.142857,.244897,4102.816894531
.163265,.244897,4140.464843750
.183673,.244897,4178.633300781
.204081,.244897,4224.541503906
.224489,.244897,4231.849121094
.244897,.244897,4242.451171875
.265306,.244897,4237.309570312
.285714,.244897,4227.006835938
.306122,.244897,4198.929199219
.326530,.244897,4184.279296875
.346938,.244897,4170.381835938
.367346,.244897,4155.087402344
.387755,.244897,4142.782226562
.408163,.244897,4134.204101562
.428571,.244897,4128.664062500
.448979,.244897,4120.477050781
.469387,.244897,4109.570800781
.489795,.244897,4108.993652344
.510204,.244897,4099.346679688
.530612,.244897,4091.960937500
.551020,.244897,4072.562011719
.571428,.244897,4050.591308594
.591836,.244897,4047.016845703
.612244,.244897,4031.737792969
.632653,.244897,4015.961425781
.653061,.244897,4001.365234375
.673469,.244897,3993.111572266
.693877,.244897,3987.036132812
.714285,.244897,3983.774902344
.734693,.244897,3978.755859375
.755102,.244897,3976.946044922
.775510,.244897,3940.298583984
.795918,.244897,3893.575439453
.816326,.244897,3839.497558594
.836734,.244897,3834.736083984
.857142,.244897,3809.996093750
.877551,.244897,3773.242187500
.897959,.244897,3762.198242188
.918367,.244897,3778.893310547
.938775,.244897,3781.125000000
.959183,.244897,3767.950683594
.979591,.244897,3750.843017578
1.000000,.244897,3726.439697266
0,.265306,3896.080566406
.020408,.265306,3900.552978516
.040816,.265306,3913.610839844
.061224,.265306,3953.480468750
.081632,.265306,3995.188232422
.102040,.265306,4045.677978516
.122448,.265306,4097.997070312
.142857,.265306,4139.463378906
.163265,.265306,4175.208007812
.183673,.265306,4206.330566406
.204081,.265306,4258.600585938
.224489,.265306,4267.669921875
.244897,.265306,4278.125488281
.265306,.265306,4284.302734375
.285714,.265306,4273.781250000
.306122,.265306,4255.414062500
.326530,.265306,4238.807617188
.346938,.265306,4225.148437500
.367346,.265306,4211.232421875
.387755,.265306,4196.274414062
.408163,.265306,4188.270019531
.428571,.265306,4185.330566406
.448979,.265306,4180.988281250
.469387,.265306,4170.696777344
.489795,.265306,4158.673828125
.510204,.265306,4138.522460938
.551020,.265306,4103.542480469
.571428,.265306,4092.204833984
.591836,.265306,4076.077148438
.612244,.265306,4061.783691406
.632653,.265306,4047.103271484
.653061,.265306,4035.189453125
.673469,.265306,4029.343994141
.693877,.265306,4027.893310547
.714285,.265306,4019.870605469
.734693,.265306,4007.686035156
.755102,.265306,3995.192626953
.775510,.265306,3950.367919922
.795918,.265306,3936.436279297
.816326,.265306,3852.823974609
.836734,.265306,3856.725097656
.857142,.265306,3825.245361328
.877551,.265306,3833.643066406
.897959,.265306,3826.444091797
.918367,.265306,3816.941894531
.938775,.265306,3806.756835938
.959183,.265306,3789.441894531
.979591,.265306,3792.157470703
1.000000,.265306,3812.226562500
0,.285714,3944.232910156
.020408,.285714,3958.968994141
.040816,.285714,3965.699462891
.061224,.285714,4058.429199219
.081632,.285714,4053.139648438
.102040,.285714,4051.407958984
.122448,.285714,4120.093261719
.142857,.285714,4144.636230469
.163265,.285714,4185.251464844
.183673,.285714,4234.698242188
.204081,.285714,4281.405273438
.224489,.285714,4284.123535156
.244897,.285714,4298.335449219
.265306,.285714,4309.503906250
.285714,.285714,4308.067871094
.306122,.285714,4304.245605469
.326530,.285714,4293.499511719
.346938,.285714,4280.728027344
.367346,.285714,4267.141601562
.387755,.285714,4253.632812500
.408163,.285714,4242.539062500
.428571,.285714,4237.084960938
.448979,.285714,4229.443359375
.469387,.285714,4219.103515625
.489795,.285714,4198.953125000
.510204,.285714,4172.140136719
.530612,.285714,4150.080566406
.551020,.285714,4132.772949219
.571428,.285714,4117.911621094
.591836,.285714,4104.169921875
.612244,.285714,4090.238769531
.632653,.285714,4077.506347656
.653061,.285714,4061.818603516
.673469,.285714,4056.096923828
.693877,.285714,4055.188964844
.714285,.285714,4044.848144531
.734693,.285714,4021.620605469
.755102,.285714,3998.503173828
.775510,.285714,3972.908447266
.795918,.285714,3933.671142578
.816326,.285714,3913.118164062
.836734,.285714,3883.764892578
.857142,.285714,3855.513183594
.877551,.285714,3860.479003906
.897959,.285714,3849.452880859
.918367,.285714,3832.097412109
.938775,.285714,3839.289550781
.959183,.285714,3840.646240234
.979591,.285714,3847.401855469
1.000000,.285714,3855.347656250
0,.306122,3964.537353516
.020408,.306122,3994.363281250
.040816,.306122,4039.780761719
.061224,.306122,4085.882812500
.081632,.306122,4114.874511719
.102040,.306122,4147.118652344
.122448,.306122,4174.197265625
.142857,.306122,4192.417480469
.163265,.306122,4227.240722656
.183673,.306122,4232.270996094
.204081,.306122,4245.294433594
.224489,.306122,4254.012695312
.244897,.306122,4264.253417969
.265306,.306122,4276.747558594
.285714,.306122,4286.270996094
.306122,.306122,4291.210449219
.326530,.306122,4295.332031250
.346938,.306122,4296.488769531
.367346,.306122,4294.503417969
.387755,.306122,4288.403320312
.408163,.306122,4280.821289062
.428571,.306122,4266.269042969
.448979,.306122,4253.425781250
.469387,.306122,4239.613281250
.489795,.306122,4220.751464844
.510204,.306122,4197.645996094
.530612,.306122,4178.223632812
.551020,.306122,4160.048828125
.571428,.306122,4145.011718750
.591836,.306122,4131.462402344
.612244,.306122,4118.118652344
.632653,.306122,4103.250000000
.653061,.306122,4089.975341797
.673469,.306122,4082.832275391
.693877,.306122,4081.782958984
.714285,.306122,4064.716064453
.734693,.306122,4035.076416016
.755102,.306122,4028.832031250
.775510,.306122,4003.663085938
.795918,.306122,3981.373779297
.816326,.306122,3984.006347656
.836734,.306122,3948.925781250
.857142,.306122,3925.917968750
.877551,.306122,3914.658203125
.897959,.306122,3888.547607422
.918367,.306122,3883.609619141
.938775,.306122,3870.842041016
.959183,.306122,3860.843261719
.979591,.306122,3798.486083984
1.000000,.306122,3779.835693359
0,.326530,3914.748779297
.020408,.326530,3972.076171875
.040816,.326530,4037.896972656
.061224,.326530,4095.515136719
.081632,.326530,4134.517578125
.102040,.326530,4182.160644531
.122448,.326530,4221.517578125
.142857,.326530,4214.838867188
.163265,.326530,4217.612304688
.183673,.326530,4226.613769531
.204081,.326530,4236.299316406
.224489,.326530,4245.805175781
.244897,.326530,4256.338867188
.265306,.326530,4267.216308594
.285714,.326530,4276.640136719
.306122,.326530,4284.104003906
.326530,.326530,4288.854492188
.346938,.326530,4290.289550781
.367346,.326530,4289.644531250
.387755,.326530,4285.083007812
.408163,.326530,4276.005859375
.428571,.326530,4268.424804688
.448979,.326530,4258.376953125
.469387,.326530,4245.010742188
.489795,.326530,4225.745605469
.510204,.326530,4210.750976562
.530612,.326530,4198.483398438
.551020,.326530,4182.198242188
.571428,.326530,4164.423828125
.591836,.326530,4168.470214844
.612244,.326530,4146.958007812
.632653,.326530,4131.033203125
.653061,.326530,4119.358886719
.673469,.326530,4110.858886719
.693877,.326530,4100.549804688
.714285,.326530,4085.702636719
.734693,.326530,4072.494384766
.755102,.326530,4059.376953125
.775510,.326530,4028.834472656
.795918,.326530,4033.651855469
